Gene_ID,Normalized_ID,Comparison,Delta_Beta,FDR,Significance_Tier,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs
Phatr3_J46694,phatr3j46694,t1_Fe_deplete_vs_t1_Mn_deplete,-2.8382533333333333,8.494716041695938e-11,Tier 1 (Hard),2850.Phatr46694,0.0,870.0,"28MYE@1|root,2QUH1@2759|Eukaryota,2XBQ7@2836|Bacillariophyta",2836|Bacillariophyta,S,"Oxidoreductase family, NAD-binding Rossmann fold",-,-,-,ko:K18106,"ko00040,ko01100,map00040,map01100",M00630,"R07676,R10565",RC00108,"ko00000,ko00001,ko00002,ko01000",-,-,-,GFO_IDH_MocA
Phatr3_J43364,phatr3j43364,t1_Fe_deplete_vs_t1_Mn_deplete,-2.8182266666666664,1.2048061314039335e-10,Tier 1 (Hard),2850.Phatr43364,3.8e-205,572.0,"COG5169@1|root,KOG0627@2759|Eukaryota",2759|Eukaryota,K,sequence-specific DNA binding,-,-,3.4.11.1,ko:K01255,"ko00480,ko01100,map00480,map01100",-,"R00899,R04951","RC00096,RC00141","ko00000,ko00001,ko01000,ko01002",-,-,-,HSF_DNA-bind
Phatr3_J33584,phatr3j33584,t1_Fe_deplete_vs_t1_Mn_deplete,-2.8098333333333336,1.3652222209868468e-10,Tier 1 (Hard),2850.Phatr33584,0.0,1604.0,"COG1590@1|root,KOG1228@2759|Eukaryota,2XBYG@2836|Bacillariophyta",2836|Bacillariophyta,S,Methyltransferase TYW3,-,-,2.1.1.282,ko:K15450,-,-,-,-,"ko00000,ko01000,ko03016",-,-,-,TYW3
Phatr3_J50241,phatr3j50241,t1_Fe_deplete_vs_t1_Mn_deplete,-2.74958,4.140527920526438e-10,Tier 1 (Hard),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Phatr3_J48573,phatr3j48573,t1_Fe_deplete_vs_t1_Mn_deplete,-2.732273333333333,5.535723287171853e-10,Tier 1 (Hard),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Phatr3_EG01075,phatr3eg01075,t1_Fe_deplete_vs_t1_Mn_deplete,-2.70766,8.231598458419143e-10,Tier 1 (Hard),159749.K0S7R0,2.15e-45,160.0,"2CBM0@1|root,2S8NT@2759|Eukaryota",2759|Eukaryota,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Phatr3_J22187,phatr3j22187,t1_Fe_deplete_vs_t1_Mn_deplete,-2.70747,8.231598458419143e-10,Tier 1 (Hard),2850.Phatr22187,0.0,1998.0,"COG1003@1|root,KOG2040@2759|Eukaryota,2XB53@2836|Bacillariophyta",2836|Bacillariophyta,E,The glycine cleavage system catalyzes the degradation of glycine,GDCP,-,1.4.4.2,ko:K00281,"ko00260,ko00630,ko01100,ko01110,ko01130,ko01200,map00260,map00630,map01100,map01110,map01130,map01200",M00532,"R01221,R03425","RC00022,RC00929,RC02834,RC02880","ko00000,ko00001,ko00002,ko01000",-,-,-,GDC-P
Phatr3_J20809,phatr3j20809,t1_Fe_deplete_vs_t1_Mn_deplete,-2.7036066666666665,8.573454942617182e-10,Tier 1 (Hard),2850.Phatr20809,2.04e-316,861.0,"COG0169@1|root,KOG0692@2759|Eukaryota,2XC0N@2836|Bacillariophyta",2836|Bacillariophyta,E,3-dehydroquinate synthase,-,-,4.2.3.4,ko:K01735,"ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230",M00022,R03083,RC00847,"ko00000,ko00001,ko00002,ko01000",-,-,-,DHQ_synthase
Phatr3_EG00478,phatr3eg00478,t1_Fe_deplete_vs_t1_Mn_deplete,-2.682174636666667,1.2350405926711383e-09,Tier 1 (Hard),2850.Phatr37231,1.62e-31,127.0,"2E2A4@1|root,2S9I4@2759|Eukaryota,2XHDS@2836|Bacillariophyta",2759|Eukaryota,S,Transposase IS4,-,-,-,-,-,-,-,-,-,-,-,-,DDE_Tnp_1_7
Phatr3_J17683,phatr3j17683,t1_Fe_deplete_vs_t1_Mn_deplete,-2.62998,3.098786751008577e-09,Tier 1 (Hard),2850.Phatr17683,6.84e-155,436.0,"COG5143@1|root,KOG0859@2759|Eukaryota,2XC1B@2836|Bacillariophyta",2836|Bacillariophyta,U,Regulated-SNARE-like domain,-,-,-,ko:K08515,"ko04130,map04130",-,-,-,"ko00000,ko00001,ko04131,ko04147",-,-,-,"Longin,Synaptobrevin"
Phatr3_EG01551,phatr3eg01551,t1_Fe_deplete_vs_t1_Mn_deplete,-2.619133333333333,3.661194853461009e-09,Tier 1 (Hard),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Phatr3_EG01492,phatr3eg01492,t1_Fe_deplete_vs_t1_Mn_deplete,-2.6014766666666667,4.884529249539883e-09,Tier 1 (Hard),35128.Thaps23645,0.0,5061.0,"28MX6@1|root,2QUFK@2759|Eukaryota,2XFHN@2836|Bacillariophyta",2836|Bacillariophyta,Z,Protein of unknown function (DUF3645),-,-,-,-,-,-,-,-,-,-,-,-,"DUF3638,DUF3645"
Phatr3_J27508,phatr3j27508,t1_Fe_deplete_vs_t1_Mn_deplete,-2.586453333333333,6.211399488321197e-09,Tier 1 (Hard),2850.Phatr27508,7.580000000000001e-192,532.0,"COG0638@1|root,KOG0863@2759|Eukaryota,2XCSZ@2836|Bacillariophyta",2836|Bacillariophyta,O,Proteasome subunit alpha type,-,-,3.4.25.1,ko:K02725,"ko03050,map03050","M00337,M00340",-,-,"ko00000,ko00001,ko00002,ko01000,ko01002,ko03051,ko04147",-,-,-,"Proteasome,Proteasome_A_N"
Phatr3_J43122,phatr3j43122,t1_Fe_deplete_vs_t1_Mn_deplete,-2.5832166666666665,6.409218409558912e-09,Tier 1 (Hard),2850.Phatr43122,0.0,1162.0,"KOG4302@1|root,KOG4302@2759|Eukaryota,2XAFJ@2836|Bacillariophyta",2836|Bacillariophyta,DZ,Microtubule associated protein (MAP65/ASE1 family),-,-,-,ko:K16732,-,-,-,-,"ko00000,ko03036,ko04812",-,-,-,MAP65_ASE1
Phatr3_J2966,phatr3j2966,t1_Fe_deplete_vs_t1_Mn_deplete,-2.579066666666667,6.724941892244374e-09,Tier 1 (Hard),2850.Phatr2966,6.21e-279,766.0,"COG1104@1|root,KOG1549@2759|Eukaryota,2XB5W@2836|Bacillariophyta",2836|Bacillariophyta,E,Aminotransferase class-V,-,-,2.8.1.7,ko:K04487,"ko00730,ko01100,ko04122,map00730,map01100,map04122",-,"R07460,R11528,R11529","RC01789,RC02313","ko00000,ko00001,ko01000,ko02048,ko03016,ko03029",-,-,-,Aminotran_5
Phatr3_J37028,phatr3j37028,t1_Fe_deplete_vs_t1_Fe_replete,-2.5681466666666664,0.0005873878436585,Tier 1 (Hard),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Phatr3_J51110,phatr3j51110,t1_Fe_deplete_vs_t1_Fe_replete,-2.5627,0.000603584825064,Tier 1 (Hard),2850.Phatr51110,4.92e-232,646.0,"KOG1164@1|root,KOG1164@2759|Eukaryota,2XBFF@2836|Bacillariophyta",2836|Bacillariophyta,T,Belongs to the protein kinase superfamily,-,-,2.7.11.1,"ko:K02218,ko:K14758","ko03008,ko04011,ko04392,map03008,map04011,map04392",-,-,-,"ko00000,ko00001,ko01000,ko01001,ko03009,ko03016",-,-,-,Pkinase
Phatr3_J43638,phatr3j43638,t1_Fe_deplete_vs_t1_Mn_deplete,-2.561685333333333,8.79399416778678e-09,Tier 1 (Hard),2850.Phatr43638,0.0,1046.0,"COG0389@1|root,KOG2095@2759|Eukaryota",2759|Eukaryota,L,DNA synthesis involved in DNA repair,POLI,"GO:0000731,GO:0003674,GO:0003824,GO:0003887,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0006139,GO:0006259,GO:0006281,GO:0006301,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009314,GO:0009411,GO:0009416,GO:0009628,GO:0009987,GO:0010225,GO:0016604,GO:0016607,GO:0016740,GO:0016772,GO:0016779,GO:0018130,GO:0019438,GO:0019985,GO:0031974,GO:0031981,GO:0032991,GO:0033554,GO:0034061,GO:0034641,GO:0034644,GO:0034645,GO:0034654,GO:0035770,GO:0036464,GO:0042276,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044451,GO:0044464,GO:0046483,GO:0050896,GO:0051716,GO:0070013,GO:0071214,GO:0071478,GO:0071482,GO:0071494,GO:0071704,GO:0071897,GO:0090304,GO:0104004,GO:0140097,GO:1901360,GO:1901362,GO:1901576,GO:1990904",2.7.7.7,ko:K03510,"ko03460,map03460",-,-,-,"ko00000,ko00001,ko01000,ko03400",-,-,-,"IMS,IMS_C,IMS_HHH"
Phatr3_J52551,phatr3j52551,t1_Fe_deplete_vs_t1_Mn_deplete,-2.5610676666666663,8.79399416778678e-09,Tier 1 (Hard),2850.Phatr52551,0.0,1200.0,"KOG1183@1|root,KOG1183@2759|Eukaryota",2759|Eukaryota,S,phosphatidylinositol N-acetylglucosaminyltransferase activity,PIGQ,"GO:0000506,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005789,GO:0005975,GO:0006464,GO:0006497,GO:0006505,GO:0006506,GO:0006629,GO:0006643,GO:0006644,GO:0006650,GO:0006661,GO:0006664,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008194,GO:0008375,GO:0008610,GO:0008654,GO:0009058,GO:0009059,GO:0009247,GO:0009987,GO:0012505,GO:0016020,GO:0016021,GO:0016254,GO:0016740,GO:0016757,GO:0016758,GO:0017176,GO:0019538,GO:0019637,GO:0031224,GO:0031984,GO:0032991,GO:0034645,GO:0036211,GO:0042157,GO:0042158,GO:0042175,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0045017,GO:0046467,GO:0046474,GO:0046486,GO:0046488,GO:0071704,GO:0090407,GO:0098796,GO:0098827,GO:1901135,GO:1901137,GO:1901564,GO:1901566,GO:1901576,GO:1902494,GO:1903509,GO:1990234",-,"ko:K03860,ko:K15102","ko00563,ko01100,map00563,map01100",-,R05916,-,"ko00000,ko00001,ko02000,ko04147",2.A.29.4,-,-,Gpi1
Phatr3_Jdraft251,phatr3j251,t1_Fe_deplete_vs_t1_Mn_deplete,-2.5431600000000003,1.1750016732202482e-08,Tier 1 (Hard),2850.Phatrdraft251,1.8099999999999999e-112,328.0,"COG0464@1|root,KOG0737@2759|Eukaryota,2XC5H@2836|Bacillariophyta",2836|Bacillariophyta,O,ATPase family associated with various cellular activities (AAA),-,-,-,-,-,-,-,-,-,-,-,-,AAA
Phatr3_J43220,phatr3j43220,t1_Fe_deplete_vs_t1_Mn_deplete,-2.5358066666666668,1.3051597439170141e-08,Tier 1 (Hard),2850.Phatr43220,0.0,5288.0,"COG5043@1|root,KOG1809@2759|Eukaryota,2XE5J@2836|Bacillariophyta",2836|Bacillariophyta,U,"Vacuolar sorting-associated protein 13, N-terminal",-,-,-,-,-,-,-,-,-,-,-,-,"Chorein_N,SHR-BD,VPS13"
Phatr3_J49447,phatr3j49447,t1_Fe_deplete_vs_t1_Mn_deplete,-2.5338566666666664,1.3201566023073811e-08,Tier 1 (Hard),2850.Phatr49447,2.83e-194,541.0,"28HCW@1|root,2QPR8@2759|Eukaryota,2XACD@2836|Bacillariophyta",2836|Bacillariophyta,-,-,-,-,5.5.1.9,ko:K08246,"ko00100,ko01100,ko01110,map00100,map01100,map01110",-,R03775,RC00994,"ko00000,ko00001,ko01000",-,-,-,-
Phatr3_EG00286,phatr3eg00286,t1_Fe_deplete_vs_t1_Mn_deplete,-2.5319406666666664,1.3351586232747946e-08,Tier 1 (Hard),159749.K0SCD0,2.25e-51,184.0,"COG0468@1|root,KOG1564@2759|Eukaryota,2XG0A@2836|Bacillariophyta",2836|Bacillariophyta,L,Pfam:KaiC,-,-,-,-,-,-,-,-,-,-,-,-,Rad51
Phatr3_EG01596,phatr3eg01596,t1_Fe_deplete_vs_t1_Mn_deplete,-2.52106,1.5778855309815273e-08,Tier 1 (Hard),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Phatr3_J44595,phatr3j44595,t1_Fe_deplete_vs_t1_Mn_deplete,-2.482473333333333,2.9963289053617594e-08,Tier 1 (Hard),2850.Phatr44595,0.0,1293.0,"KOG1213@1|root,KOG1213@2759|Eukaryota,2XCMP@2836|Bacillariophyta",2836|Bacillariophyta,D,N terminus of Rad21 / Rec8 like protein,-,-,-,ko:K06670,"ko04110,ko04111,map04110,map04111",-,-,-,"ko00000,ko00001,ko03036",-,-,-,Rad21_Rec8_N
Phatr3_J46199,phatr3j46199,t1_Fe_deplete_vs_t1_Mn_deplete,-2.4739633333333333,3.392374539102701e-08,Tier 1 (Hard),2850.Phatr46199,0.0,991.0,"2EEG5@1|root,2SJW8@2759|Eukaryota,2XC7Z@2836|Bacillariophyta",2836|Bacillariophyta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Phatr3_J29456,phatr3j29456,t1_Mn_deplete_vs_t1_Fe_deplete,-2.4568046666666667,4.4449351221942384e-08,Tier 1 (Hard),2850.Phatr29456,9.66e-239,656.0,"COG0057@1|root,KOG0657@2759|Eukaryota,2XF67@2836|Bacillariophyta",2836|Bacillariophyta,G,Glyceraldehyde-3-phosphate dehydrogenase,-,-,1.2.1.12,ko:K00134,"ko00010,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko04066,ko05010,map00010,map00710,map01100,map01110,map01120,map01130,map01200,map01230,map04066,map05010","M00001,M00002,M00003,M00165,M00166,M00308,M00552",R01061,RC00149,"ko00000,ko00001,ko00002,ko01000,ko04131,ko04147",-,-,-,"Gp_dh_C,Gp_dh_N"
