Gene_ID,Normalized_ID,Comparison,Delta_Beta,FDR,Significance_Tier,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs,COG_Full
Phatr3_J36743,phatr3j36743,t1_Mn_deplete_vs_t1_Fe_deplete,-0.8756100000000001,0.3085593169182154,Tier 3 (Effect Only),2850.Phatr36743,3.01e-98,286.0,"COG1358@1|root,KOG3167@2759|Eukaryota,2XCGH@2836|Bacillariophyta",2836|Bacillariophyta,A,Ribosomal protein L7Ae/L30e/S12e/Gadd45 family,-,-,-,ko:K11129,"ko03008,map03008",M00425,-,-,"ko00000,ko00001,ko00002,ko03009,ko03032",-,-,-,Ribosomal_L7Ae,[A] RNA processing and modification
Phatr3_J46259,phatr3j46259,t1_Mn_deplete_vs_t1_Fe_deplete,-0.8382433333333333,0.3663805715795493,Tier 3 (Effect Only),2850.Phatr46259,0.0,1112.0,"COG0513@1|root,KOG0342@2759|Eukaryota,2XAEA@2836|Bacillariophyta",2836|Bacillariophyta,A,DUF4217,-,-,3.6.4.13,ko:K13179,-,-,-,-,"ko00000,ko01000,ko03009,ko03041",-,-,-,"DEAD,DUF4217,Helicase_C",[A] RNA processing and modification
Phatr3_EG01752,phatr3eg01752,t1_Mn_deplete_vs_t1_Fe_deplete,-0.83535,0.3682036029009305,Tier 3 (Effect Only),159749.K0TI32,3.58e-217,637.0,"COG5226@1|root,KOG2386@2759|Eukaryota,2XFQT@2836|Bacillariophyta",2836|Bacillariophyta,A,"mRNA capping enzyme, beta chain",-,-,-,-,-,-,-,-,-,-,-,-,"mRNA_cap_enzyme,mRNA_triPase",[A] RNA processing and modification
Phatr3_J47179,phatr3j47179,t1_Mn_deplete_vs_t1_Fe_deplete,-0.7720626666666666,0.4725121100530863,Tier 3 (Effect Only),2850.Phatr47179,0.0,1679.0,"COG0553@1|root,KOG0387@2759|Eukaryota,2XFJB@2836|Bacillariophyta",2836|Bacillariophyta,A,helicase superfamily c-terminal domain,-,-,-,-,-,-,-,-,-,-,-,-,"Helicase_C,SNF2_N",[A] RNA processing and modification
Phatr3_J22658,phatr3j22658,t1_Mn_deplete_vs_t1_Fe_deplete,-0.7347643666666667,0.5393775763915961,Tier 3 (Effect Only),2850.Phatr22658,1.2e-293,801.0,"COG0430@1|root,KOG3980@2759|Eukaryota,2XCVS@2836|Bacillariophyta",2836|Bacillariophyta,A,RNA 3'-terminal phosphate cyclase,-,-,-,ko:K11108,"ko03008,map03008",-,-,-,"ko00000,ko00001,ko03009",-,-,-,"RTC,RTC_insert",[A] RNA processing and modification
Phatr3_J43517,phatr3j43517,t1_Mn_deplete_vs_t1_Fe_deplete,-0.7302716666666667,0.5468672380369306,Tier 3 (Effect Only),2850.Phatr43517,0.0,2476.0,"COG5076@1|root,KOG1473@1|root,KOG1473@2759|Eukaryota,KOG1474@2759|Eukaryota,2XGMS@2836|Bacillariophyta",2836|Bacillariophyta,K,bromo domain,-,-,-,-,-,-,-,-,-,-,-,-,Bromodomain,[K] Transcription
Phatr3_J14805,phatr3j14805,t1_Mn_deplete_vs_t1_Fe_deplete,-0.71206,0.5835624457080028,Tier 3 (Effect Only),2850.Phatr14805,2.3200000000000002e-125,362.0,"KOG2829@1|root,KOG2829@2759|Eukaryota,2XGF8@2836|Bacillariophyta",2759|Eukaryota,K,Transcription factor DP,TFDP1,"GO:0000003,GO:0000075,GO:0000077,GO:0000082,GO:0000083,GO:0000278,GO:0000981,GO:0002009,GO:0002064,GO:0002065,GO:0002066,GO:0003002,GO:0003006,GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0003712,GO:0003713,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005635,GO:0005654,GO:0005667,GO:0005694,GO:0005737,GO:0005829,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006277,GO:0006355,GO:0006357,GO:0006725,GO:0006807,GO:0006810,GO:0006839,GO:0006915,GO:0006950,GO:0006974,GO:0006977,GO:0006996,GO:0007005,GO:0007006,GO:0007049,GO:0007093,GO:0007113,GO:0007154,GO:0007163,GO:0007165,GO:0007275,GO:0007276,GO:0007281,GO:0007292,GO:0007304,GO:0007306,GO:0007307,GO:0007346,GO:0007389,GO:0007548,GO:0008022,GO:0008069,GO:0008134,GO:0008150,GO:0008152,GO:0008219,GO:0008283,GO:0008285,GO:0008406,GO:0008544,GO:0008630,GO:0009058,GO:0009059,GO:0009653,GO:0009798,GO:0009888,GO:0009889,GO:0009890,GO:0009891,GO:0009892,GO:0009893,GO:0009950,GO:0009953,GO:0009966,GO:0009967,GO:0009968,GO:0009987,GO:0010453,GO:0010468,GO:0010556,GO:0010557,GO:0010558,GO:0010564,GO:0010604,GO:0010605,GO:0010623,GO:0010628,GO:0010629,GO:0010638,GO:0010646,GO:0010647,GO:0010648,GO:0010720,GO:0010821,GO:0010822,GO:0010927,GO:0010941,GO:0010942,GO:0010948,GO:0012501,GO:0012505,GO:0016043,GO:0016333,GO:0016334,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0019904,GO:0019953,GO:0022402,GO:0022412,GO:0022414,GO:0022607,GO:0023051,GO:0023052,GO:0023056,GO:0023057,GO:0030154,GO:0030330,GO:0030703,GO:0030707,GO:0030855,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031328,GO:0031523,GO:0031570,GO:0031571,GO:0031967,GO:0031974,GO:0031975,GO:0031981,GO:0032501,GO:0032502,GO:0032504,GO:0032879,GO:0032880,GO:0032989,GO:0032991,GO:0033043,GO:0033554,GO:0034641,GO:0034645,GO:0034654,GO:0035189,GO:0035556,GO:0040027,GO:0040028,GO:0042023,GO:0042127,GO:0042659,GO:0042770,GO:0042981,GO:0043065,GO:0043067,GO:0043068,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043276,GO:0043900,GO:0043902,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044444,GO:0044446,GO:0044464,GO:0044703,GO:0044770,GO:0044772,GO:0044773,GO:0044774,GO:0044783,GO:0044786,GO:0044798,GO:0044819,GO:0044843,GO:0045137,GO:0045476,GO:0045477,GO:0045595,GO:0045597,GO:0045786,GO:0045787,GO:0045850,GO:0045892,GO:0045893,GO:0045930,GO:0045934,GO:0045935,GO:0045944,GO:0046483,GO:0046578,GO:0046580,GO:0046902,GO:0046982,GO:0046983,GO:0048468,GO:0048477,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048580,GO:0048581,GO:0048583,GO:0048584,GO:0048585,GO:0048608,GO:0048609,GO:0048646,GO:0048729,GO:0048731,GO:0048856,GO:0048869,GO:0050789,GO:0050793,GO:0050794,GO:0050896,GO:0051049,GO:0051050,GO:0051052,GO:0051056,GO:0051058,GO:0051093,GO:0051094,GO:0051128,GO:0051130,GO:0051171,GO:0051172,GO:0051173,GO:0051179,GO:0051234,GO:0051239,GO:0051240,GO:0051241,GO:0051252,GO:0051253,GO:0051254,GO:0051302,GO:0051704,GO:0051716,GO:0051726,GO:0060255,GO:0060284,GO:0060341,GO:0060429,GO:0061024,GO:0061062,GO:0061064,GO:0061458,GO:0065007,GO:0065008,GO:0070013,GO:0070201,GO:0070316,GO:0070317,GO:0070344,GO:0070345,GO:0071156,GO:0071158,GO:0071704,GO:0071840,GO:0071897,GO:0072331,GO:0072395,GO:0072401,GO:0072413,GO:0072422,GO:0072431,GO:0080090,GO:0090068,GO:0090304,GO:0090559,GO:0090575,GO:0097159,GO:0097190,GO:0097193,GO:0140110,GO:1900739,GO:1900740,GO:1901028,GO:1901030,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1901987,GO:1901988,GO:1901990,GO:1901991,GO:1902400,GO:1902402,GO:1902403,GO:1902531,GO:1902532,GO:1902679,GO:1902680,GO:1902742,GO:1902806,GO:1902807,GO:1903047,GO:1903506,GO:1903507,GO:1903508,GO:1903747,GO:1903749,GO:1903827,GO:1903829,GO:1904747,GO:1904748,GO:1904951,GO:1905475,GO:1905477,GO:1905879,GO:1905881,GO:2000026,GO:2000045,GO:2000112,GO:2000113,GO:2000134,GO:2000241,GO:2000243,GO:2000278,GO:2001141,GO:2001233,GO:2001235",-,"ko:K04683,ko:K09392,ko:K09393,ko:K09394","ko04110,ko04350,map04110,map04350",-,-,-,"ko00000,ko00001,ko03000",-,-,-,"DP,E2F_TDP",[K] Transcription
Phatr3_J54067,phatr3j54067,t1_Mn_deplete_vs_t1_Fe_deplete,-0.71079,0.5860304751978929,Tier 3 (Effect Only),2850.Phatr54067,2.53e-86,255.0,"COG2036@1|root,KOG0869@2759|Eukaryota,2XCB2@2836|Bacillariophyta",2836|Bacillariophyta,K,Histone-like transcription factor (CBF/NF-Y) and archaeal histone,-,-,-,ko:K08065,"ko04612,ko05152,ko05166,map04612,map05152,map05166",-,-,-,"ko00000,ko00001,ko03000",-,-,-,CBFD_NFYB_HMF,[K] Transcription
Phatr3_J9649,phatr3j9649,t1_Mn_deplete_vs_t1_Fe_deplete,-0.7034033333333332,0.6005504037925502,Tier 3 (Effect Only),2850.Phatr9649,3.88e-65,198.0,"KOG3473@1|root,KOG3473@2759|Eukaryota,2XDNF@2836|Bacillariophyta",2836|Bacillariophyta,K,"Skp1 family, tetramerisation domain",-,-,-,ko:K03872,"ko04066,ko04120,ko05200,ko05211,map04066,map04120,map05200,map05211","M00383,M00388",-,-,"ko00000,ko00001,ko00002,ko03400,ko04121",-,-,-,Skp1_POZ,[K] Transcription
Phatr3_J39066,phatr3j39066,t1_Mn_deplete_vs_t1_Fe_deplete,-0.6955099999999999,0.6186305880356673,Tier 3 (Effect Only),2850.Phatr39066,3.39e-191,535.0,"COG1643@1|root,KOG0922@2759|Eukaryota,2XDT8@2836|Bacillariophyta",2836|Bacillariophyta,A,Ribosomal protein S1-like RNA-binding domain,-,-,-,-,-,-,-,-,-,-,-,-,S1,[A] RNA processing and modification
